Ghana,GHA,Africa,Kevin Prince BOATENG,Forward,15,2,186,Ghana - Latvia 05 Jun 2010,06 Mar 1987,FC Schalke 04 ,Germany,GER,Europe,http://img.fifa.com/images/fwc/2014/players/prt-3/196897.png
Ghana,GHA,Africa,Andre AYEW,Midfielder,51,6,175,Ghana - Senegal 21 Aug 2007,17 Dec 1989,Olympique Marseille ,France,FRA,Europe,http://img.fifa.com/images/fwc/2014/players/prt-3/294620.png
Ghana,GHA,Africa,Sulley MUNTARI,Midfielder,83,21,179,Slovenia - Ghana 17 May 2002,27 Aug 1984,AC Milan ,Italy,ITA,Europe,http://img.fifa.com/images/fwc/2014/players/prt-3/183000.png
Ghana,GHA,Africa,Adam KWARASEY,Goalkeeper,22,0,190,Ghana - Swaziland 02 Sep 2011,12 Dec 1987,Stromsgodset IF ,Norway,NOR,Europe,http://img.fifa.com/images/fwc/2014/players/prt-3/353237.png
Ghana,GHA,Africa,Jordan AYEW,Forward,16,5,182,Swaziland - Ghana 05 Sep 2010,11 Sep 1991,FC Sochaux-Montbliard ,France,FRA,Europe,http://img.fifa.com/images/fwc/2014/players/prt-3/353235.png
Ghana,GHA,Africa,Albert ADOMAH,Midfielder,16,1,182,Brazil - Ghana 05 Sep 2011,13 Dec 1987,Middlesbrough FC ,England,ENG,Europe,http://img.fifa.com/images/fwc/2014/players/prt-3/364707.png
Ghana,GHA,Africa,Rashid SUMAILA,Defender,8,0,182,Liberia - Ghana 11 Sep 2012,18 Dec 1992,Mamelodi Sundowns FC ,South Africa,RSA,Africa,http://img.fifa.com/images/fwc/2014/players/prt-3/370469.png
Ghana,GHA,Africa,Fatawu DAUDA,Goalkeeper,20,0,180,Ghana - Mexico 26 Mar 2008,06 Apr 1985,Orlando Pirates ,South Africa,RSA,Africa,http://img.fifa.com/images/fwc/2014/players/prt-3/376071.png
Ghana,GHA,Africa,Mohammed RABIU,Midfielder,20,0,189,Brazil - Ghana 05 Sep 2011,31 Dec 1989,Kuban Krasnodar ,Russia,RUS,Europe,http://img.fifa.com/images/fwc/2014/players/prt-3/311850.png
Ghana,GHA,Africa,Majeed WARIS,Forward,14,3,172,Chile - Ghana 29 Feb 2012,19 Sep 1991,Valenciennes FC ,France,FRA,Europe,http://img.fifa.com/images/fwc/2014/players/prt-3/367393.png
Ghana,GHA,Africa,Jonathan MENSAH,Defender,29,1,188,Ghana - Malawi 05 Jan 2010,13 Jul 1990,Evian TG FC ,France,FRA,Europe,http://img.fifa.com/images/fwc/2014/players/prt-3/306634.png
Ghana,GHA,Africa,Kwadwo ASAMOAH,Midfielder,65,4,178,Ghana - Cte d'Ivoire 09 Feb 2008,09 Dec 1988,Juventus FC ,Italy,ITA,Europe,http://img.fifa.com/images/fwc/2014/players/prt-3/294619.png
Ghana,GHA,Africa,John BOYE,Defender,33,3,185,Ghana - Gabon 22 Jun 2008,23 Apr 1987,Stade Rennais FC ,France,FRA,Europe,http://img.fifa.com/images/fwc/2014/players/prt-3/298582.png
